timestamp_s,in_attention
0.02,1
1.02,1
2.02,1
3.02,1
4.02,1
5.02,1
6.02,1
7.02,1
8.02,1
9.02,1
10.03,1
11.03,1
12.03,1
13.03,1
14.03,1
15.03,1
16.03,1
17.03,1
18.03,0
19.03,1
20.02,1
21.02,0
22.02,0
23.02,1
24.02,1
25.02,1
26.02,0
27.02,1
28.02,1
29.02,1
