timestamp_s,in_attention
0.02,0
1.03,0
2.03,0
3.03,1
4.03,1
5.03,1
6.03,1
7.04,0
8.04,1
9.04,1
10.04,1
11.04,1
12.04,1
13.04,1
14.04,1
15.04,1
16.04,1
17.04,0
18.04,1
19.04,1
20.04,1
