timestamp_s,in_attention
0.02,0
1.02,0
2.02,0
3.02,1
4.02,1
5.03,1
6.03,1
7.03,1
8.03,0
9.03,1
10.03,1
11.03,1
12.03,1
13.03,0
14.03,0
15.03,1
16.03,0
17.03,1
18.03,0
19.03,1
