timestamp_s,in_attention
0.03,1
1.03,1
2.03,1
3.03,1
4.03,1
5.03,1
6.03,1
7.03,1
8.03,1
9.03,1
10.03,1
11.03,1
12.03,1
13.03,1
14.03,0
15.03,0
16.03,0
17.03,1
18.04,1
